ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24
956.1,35,1,1,2,7,2,4,1,5,1,1,1,1,1,1,,2,,1,,1,1,1,,,
956.2,24,2,2,2,2,5,3,2,,1,1,1,,,1,,,2,,,,,,,,
956.3,113,7,24,19,11,8,3,4,5,6,2,3,3,2,1,,3,1,2,2,3,,1,1,2,
956.4,4,,,1,2,,,1,,,,,,,,,,,,,,,,,,
956.5,45,2,11,7,7,2,4,2,2,1,1,1,,,,,,2,1,,,1,1,,,
956.8,4,1,,1,,,,1,,1,,,,,,,,,,,,,,,,
956.9,36,3,5,3,3,2,2,2,2,4,,1,,,,2,2,1,1,,,,1,,1,1
957.0,28,2,,2,4,1,1,3,1,3,3,1,1,,1,,1,1,1,1,,,,,,1
957.1,199,12,11,42,25,17,17,14,12,7,8,3,3,3,4,2,3,2,1,2,2,1,2,2,2,2
957.8,4,1,,,,,1,,,,,2,,,,,,,,,,,,,,
957.9,45,,4,2,4,5,5,4,1,1,4,2,2,1,2,1,1,,1,1,2,1,1,,,
958.0,25,2,9,8,4,2,,,,,,,,,,,,,,,,,,,,
958.1,73,4,35,15,9,1,,1,,1,2,2,1,,1,,1,,,,,,,,,
958.2,93,28,14,5,5,5,10,5,5,4,2,3,1,,1,1,,,1,,1,1,,1,,
958.3,387,133,92,24,27,22,19,18,10,8,7,6,9,1,4,1,1,2,,1,,1,,,1,
958.4,1436,20,658,261,198,138,66,29,20,17,10,7,5,2,,1,1,,2,1,,,,,,
958.5,23,1,10,1,3,3,1,,1,2,,,,,,,1,,,,,,,,,
958.6,21,5,3,1,,3,,2,1,,2,1,1,,,,2,,,,,,,,,
958.7,1378,69,231,204,173,139,97,99,73,57,51,36,34,18,22,20,12,6,8,8,5,4,2,6,1,3
958.8,209,20,10,22,19,21,19,20,10,8,4,5,5,6,7,7,5,7,2,3,1,2,4,1,1,
958.90,1,1,,,,,,,,,,,,,,,,,,,,,,,,
958.91,210,41,71,23,26,9,3,3,,5,5,1,4,1,6,3,3,2,,1,2,,,,1,
958.92,434,104,153,45,31,14,13,6,11,6,11,7,9,4,3,1,3,1,1,3,1,4,1,1,1,
958.93,48,,5,4,,,1,,1,3,1,2,4,5,2,3,,1,5,2,4,1,,,3,1
958.99,18,,5,1,3,,,2,2,3,1,,,,1,,,,,,,,,,,
959.01,4885,705,902,879,563,360,314,199,154,132,115,82,79,64,55,38,38,24,41,28,30,30,14,16,13,10
959.09,497,63,36,43,55,53,35,31,24,29,14,27,8,11,16,12,10,3,8,6,2,2,2,3,1,3
959.11,561,67,30,71,66,59,60,48,30,19,20,11,14,8,4,11,10,8,4,5,4,3,4,1,2,2
959.12,793,138,91,123,100,67,59,41,36,31,23,18,16,8,9,8,3,3,3,2,5,2,3,2,1,1
959.13,38,37,,,1,,,,,,,,,,,,,,,,,,,,,
959.14,69,15,4,6,6,2,3,1,5,1,,3,1,1,5,,4,3,3,,3,,,,3,
959.19,311,50,15,20,35,18,30,25,11,17,14,5,10,9,5,7,3,6,5,4,5,3,2,8,2,2
959.2,344,13,23,28,27,35,29,27,18,22,28,21,9,10,8,5,5,8,6,5,6,,3,1,2,5
959.3,268,19,8,36,24,32,24,16,15,18,9,5,5,9,11,6,6,3,4,1,2,1,6,2,3,3
959.4,176,3,10,23,18,16,20,10,24,8,8,5,4,4,2,4,3,,5,3,,1,3,1,1,
959.5,109,7,6,18,15,10,12,9,7,3,4,3,3,2,2,3,1,2,,1,,,,,1,
959.6,181,25,9,15,7,16,12,18,15,9,6,4,4,7,8,1,3,5,5,1,2,3,4,1,,1
959.7,818,62,19,75,77,61,60,71,56,47,46,34,30,25,31,21,17,11,18,10,15,5,9,9,3,6
959.8,192,27,11,11,7,12,14,13,10,8,9,10,9,8,3,5,6,5,4,7,2,3,3,3,1,1
959.9,264,18,7,22,25,19,18,16,18,22,13,10,8,11,15,7,7,4,6,3,6,4,2,1,1,1
960.0,26,5,2,6,3,2,2,2,2,1,,,,,,,,,1,,,,,,,
960.1,5,2,,,1,,,,,1,,,,,,,,,,,1,,,,,
960.3,3,1,,1,,,,,1,,,,,,,,,,,,,,,,,
960.4,20,,2,2,2,3,,1,1,,2,,1,,,1,1,,1,,1,,,,2,
960.5,13,1,1,2,1,,2,2,,3,,,,,1,,,,,,,,,,,
960.6,2,,,,,,,,1,,,,1,,,,,,,,,,,,,
960.7,1,1,,,,,,,,,,,,,,,,,,,,,,,,
960.8,23,8,3,1,3,,1,1,,1,1,1,,,,,1,,,,1,,1,,,
960.9,2,,,1,,1,,,,,,,,,,,,,,,,,,,,
961.0,9,3,,1,,,1,1,,1,,2,,,,,,,,,,,,,,
961.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
961.4,8,3,,2,2,,,,,,,,,,,,,,,1,,,,,,
961.5,9,1,,1,,3,1,,1,,,,,,,1,1,,,,,,,,,
961.6,7,1,,1,2,3,,,,,,,,,,,,,,,,,,,,
961.7,17,12,,1,1,,1,1,1,,,,,,,,,,,,,,,,,
961.8,20,6,4,,4,2,1,2,,,,,,,1,,,,,,,,,,,
961.9,12,2,1,1,2,4,,,,,2,,,,,,,,,,,,,,,
962.0,51,15,1,4,7,5,4,5,1,1,1,,3,1,1,,1,,,,,1,,,,
962.1,5,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,
962.2,10,1,,,2,3,1,1,,,,,1,1,,,,,,,,,,,,
962.3,934,738,19,22,19,16,18,15,22,11,8,11,9,4,5,2,,4,1,4,2,2,,1,,1
962.5,5,2,,,,3,,,,,,,,,,,,,,,,,,,,
962.7,64,16,3,5,6,3,5,4,2,2,1,1,2,2,1,2,2,2,2,2,,1,,,,
962.8,3,1,,,,,,1,,,,,,,1,,,,,,,,,,,
962.9,5,1,,2,,1,,1,,,,,,,,,,,,,,,,,,
963.0,778,379,35,81,73,71,41,23,15,13,14,8,2,6,5,4,1,2,1,,,2,1,1,,
963.1,51,18,1,2,4,2,1,3,9,,2,2,3,1,,,,1,,1,1,,,,,
963.2,1,,1,,,,,,,,,,,,,,,,,,,,,,,
963.3,4,1,1,1,,,,,,,,,,,,,,,,,,,,1,,
963.5,22,9,1,3,2,1,,2,,2,1,,,,,,1,,,,,,,,,
963.8,3,1,,,,,,,,,1,,,,,,,,1,,,,,,,
964.0,45,24,2,1,9,2,1,2,1,2,,1,,,,,,,,,,,,,,
964.1,7,1,1,2,1,,1,,1,,,,,,,,,,,,,,,,,
964.2,287,147,6,10,14,10,14,5,7,14,6,5,7,9,4,9,6,2,,4,,3,3,,1,1
964.3,1,,1,,,,,,,,,,,,,,,,,,,,,,,
964.4,1,,,1,,,,,,,,,,,,,,,,,,,,,,
964.5,2,,,1,,,,,,,1,,,,,,,,,,,,,,,
964.8,16,7,,,2,1,1,2,,1,,,,,,,,1,,,,,,,1,
965.00,1692,938,46,68,83,85,55,68,71,48,44,25,35,19,18,19,8,15,12,3,6,6,5,9,4,2
965.01,704,519,13,18,19,24,21,25,13,11,6,7,3,4,6,2,5,1,1,,,3,1,2,,
965.02,533,358,17,14,20,16,18,11,13,12,12,9,5,2,2,8,1,4,3,2,1,1,2,,1,1
965.09,2015,1196,55,92,106,88,77,51,76,43,48,31,26,19,19,7,16,12,8,13,9,4,7,5,3,4
965.1,493,336,25,33,25,18,14,6,7,12,3,1,4,1,1,3,1,2,1,,,,,,,
965.4,2346,1625,71,132,122,82,64,60,38,27,25,20,22,14,7,8,6,6,5,4,4,1,1,1,,1
965.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
965.61,604,179,57,105,90,63,25,24,16,13,5,10,9,3,3,,1,1,,,,,,,,
965.69,14,4,,2,1,1,,1,,,2,,1,,,1,,1,,,,,,,,
965.7,22,2,,4,1,2,3,1,2,2,1,,1,1,2,,,,,,,,,,,
965.8,269,130,8,10,22,8,17,6,9,7,10,5,4,5,3,3,6,3,2,3,1,,3,3,,1
965.9,75,31,2,7,9,2,4,5,3,2,3,1,,,1,,1,,,,,2,2,,,
966.1,180,138,,7,11,4,3,3,1,6,1,,2,2,,,1,,,,,,,1,,
966.3,950,445,38,79,78,66,50,37,34,31,25,12,15,10,8,5,3,5,2,2,1,2,1,1,,
966.4,40,19,1,5,3,2,2,,1,1,,2,1,1,1,,,1,,,,,,,,
967.0,142,80,4,5,7,12,5,7,3,3,3,5,,2,2,,1,2,,,,,,,,1
967.1,4,,,,1,,,,,1,,,,,,,1,,,,1,,,,,
967.2,4,,,,,,,,,,1,1,,,,,,1,,,,1,,,,
967.4,2,,,,,,,,,1,,,,,,,,,,,,,,1,,
967.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
967.8,636,292,25,57,54,45,43,21,23,17,8,17,5,5,6,3,6,5,,,2,1,,1,,
967.9,617,322,14,21,33,38,25,19,30,16,15,18,8,3,14,4,3,4,5,5,4,5,2,5,4,
968.0,395,172,21,33,32,30,19,20,11,15,5,8,5,4,4,3,2,5,4,,1,,1,,,
968.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
968.2,11,8,,1,1,1,,,,,,,,,,,,,,,,,,,,
968.3,47,14,3,6,3,3,4,1,3,2,2,1,2,,1,,,1,1,,,,,,,
968.4,66,51,2,1,3,1,1,1,3,1,,1,,1,,,,,,,,,,,,
968.5,24,14,1,1,2,,1,,2,1,,1,1,,,,,,,,,,,,,
968.9,2,,,,,,1,1,,,,,,,,,,,,,,,,,,
969.00,136,68,11,9,10,7,7,8,3,2,1,1,,,2,1,1,1,1,1,1,,,,1,
969.01,1,1,,,,,,,,,,,,,,,,,,,,,,,,
969.02,25,12,1,3,1,3,2,2,,,,,,,,,,,1,,,,,,,
969.03,266,90,22,18,39,26,20,15,11,5,3,4,4,2,3,2,,,,2,,,,,,
969.04,17,3,,1,1,2,4,3,1,,1,1,,,,,,,,,,,,,,
969.05,301,172,15,16,21,15,12,10,8,8,7,2,2,4,3,,4,1,,,,,,,,1
969.09,1199,596,59,93,114,74,65,59,37,29,17,19,8,5,4,7,2,4,3,1,,3,,,,
969.1,37,15,,6,8,,3,2,,,,,1,,,,1,,,,1,,,,,
969.2,43,18,5,6,1,2,3,,1,3,,2,,1,,,1,,,,,,,,,
969.3,1313,718,57,102,88,88,71,39,35,23,28,14,9,12,4,3,4,4,3,4,1,3,1,,1,1
969.4,3751,1814,174,286,290,239,175,164,135,108,83,49,60,34,24,28,19,19,7,6,8,6,9,4,5,5
969.5,108,18,4,19,20,9,16,7,5,2,1,1,1,2,,1,2,,,,,,,,,
969.6,636,203,27,66,55,49,52,41,33,27,16,17,11,6,9,1,6,2,,2,2,1,6,3,1,
969.70,12,9,,1,1,,1,,,,,,,,,,,,,,,,,,,
969.71,36,14,2,10,4,3,2,,,,,,,1,,,,,,,,,,,,
969.72,2156,1323,55,124,94,89,81,69,54,43,46,40,35,16,17,17,7,9,8,8,4,4,8,2,1,2
969.73,21,8,1,5,,3,,,1,,,1,1,,,,,,,,,,1,,,
969.79,82,32,5,10,7,7,5,5,4,2,,,,3,,,,,,,1,1,,,,
969.8,209,143,8,13,9,9,6,3,3,6,4,3,1,,,1,,,,,,,,,,
969.9,26,15,,,3,2,3,,,,,1,,,1,,1,,,,,,,,,
970.0,1,,,,,1,,,,,,,,,,,,,,,,,,,,
970.1,138,71,4,4,10,5,6,7,3,4,4,1,2,2,3,2,2,3,1,2,,,,1,1,
970.81,618,346,20,25,37,30,36,21,23,21,9,7,8,6,9,2,3,3,3,3,,1,,4,,1
970.89,24,12,1,2,1,2,3,2,,1,,,,,,,,,,,,,,,,
970.9,2,2,,,,,,,,,,,,,,,,,,,,,,,,
971.0,19,9,1,2,,1,1,,2,,,,,1,,1,,,,,,,,1,,
971.1,123,68,6,6,10,7,1,2,4,5,2,4,3,,1,1,,,,1,2,,,,,
971.2,59,14,5,10,9,6,6,2,2,,2,,1,,,1,,1,,,,,,,,
971.3,223,119,15,11,8,10,7,10,9,10,5,3,1,1,4,1,2,2,1,1,,,2,,,1
971.9,3,1,,,1,1,,,,,,,,,,,,,,,,,,,,
972.0,115,53,3,7,3,11,7,5,6,4,5,3,,1,1,1,1,1,,,2,,,1,,
972.1,68,45,1,2,3,,2,1,4,1,2,1,,1,,1,1,,,,1,1,,1,,
972.2,61,13,5,8,6,3,2,3,3,1,4,4,1,2,1,2,,1,,,,,,1,,1
972.4,83,42,4,5,3,1,10,3,2,3,1,4,1,1,,,1,,,,1,,,1,,
972.5,17,4,1,2,1,3,,2,,,1,,,,,1,,,,1,,,,1,,
972.6,504,287,17,30,33,21,19,21,9,18,6,10,6,7,6,3,2,1,2,1,1,2,1,1,,
972.7,1,,,,,,,,,,,1,,,,,,,,,,,,,,
972.9,213,88,9,13,15,8,15,18,6,9,5,6,5,1,3,3,,1,2,1,2,1,2,,,
973.0,44,6,2,7,4,7,7,,1,1,3,2,,1,3,,,,,,,,,,,
973.1,3,2,,,,,,,1,,,,,,,,,,,,,,,,,
973.2,10,1,1,1,1,,,1,,1,1,1,2,,,,,,,,,,,,,
973.3,12,7,1,,1,1,,,,,,,1,,1,,,,,,,,,,,
973.5,19,9,,3,1,,1,,1,,1,2,,,,,,,,,,1,,,,
973.8,22,3,2,1,4,5,4,,1,1,,,,,1,,,,,,,,,,,
974.1,4,2,,,,1,,,,,,,,,,,,,,1,,,,,,
974.2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
974.3,69,18,4,4,6,8,6,1,1,1,6,5,2,1,1,,,1,2,1,,1,,,,
974.4,95,43,3,4,4,3,3,5,4,4,3,6,2,2,1,1,1,,1,1,3,1,,,,
974.5,35,16,,2,1,1,1,1,4,2,2,,,,,2,1,,,,1,,,,1,
974.7,13,6,,,,2,1,1,1,,,1,,,1,,,,,,,,,,,
975.0,2,,,1,1,,,,,,,,,,,,,,,,,,,,,
975.1,14,1,,1,1,1,1,1,5,1,,,,,,1,,,,,,,,,,1
975.2,467,254,18,35,19,29,20,23,11,15,12,6,5,1,5,4,4,2,,1,,,1,,1,1
975.3,23,8,,2,3,4,1,1,,,1,,,1,1,,,,,,,,,,1,
975.4,114,40,9,13,16,9,8,6,2,3,6,,,,,1,,,,,1,,,,,
975.5,24,5,3,1,3,2,4,,2,,,3,1,,,,,,,,,,,,,
975.6,1,,,,,,1,,,,,,,,,,,,,,,,,,,
975.7,19,7,,2,,1,1,1,1,2,,,,3,,,,,,,1,,,,,
976.0,27,6,4,4,1,3,,,3,2,,2,,,2,,,,,,,,,,,
976.1,6,2,1,,1,,,,,1,,,,,,,,1,,,,,,,,
976.2,4,1,,,1,,,,,,1,,,1,,,,,,,,,,,,
976.3,7,4,,,1,,,,2,,,,,,,,,,,,,,,,,
976.4,7,7,,,,,,,,,,,,,,,,,,,,,,,,
976.6,17,12,,1,,1,1,,,,1,,,,,,,,,,,,,1,,
976.7,5,,,2,,,2,,,,1,,,,,,,,,,,,,,,
976.8,4,2,1,,1,,,,,,,,,,,,,,,,,,,,,
976.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,
977.0,10,6,1,,,,,1,1,,,,,,1,,,,,,,,,,,
977.3,2,,,,1,,,,,,,,,,,,,,,,,1,,,,
977.4,2,,,1,,,,,,1,,,,,,,,,,,,,,,,
977.8,427,245,18,18,27,20,11,22,12,9,10,7,4,4,4,2,3,1,2,,3,2,1,1,1,
977.9,681,405,18,34,35,30,28,16,15,27,7,13,10,3,3,6,6,7,2,2,3,2,2,6,,1
979.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,
980.0,1048,330,59,85,103,97,86,64,46,47,23,17,22,15,9,10,8,4,3,3,4,3,7,3,,
980.1,10,5,,2,,1,1,,,,,,1,,,,,,,,,,,,,
980.2,87,66,1,7,4,,2,,3,,3,,,,,,1,,,,,,,,,
980.3,3,2,,1,,,,,,,,,,,,,,,,,,,,,,
980.8,23,7,1,1,6,,,1,1,1,1,,2,,,,,,,,1,,1,,,
980.9,240,46,10,13,27,42,18,10,13,13,11,10,3,7,1,5,1,2,2,2,,1,2,,1,
981.,19,16,,,,2,,,,,,,1,,,,,,,,,,,,,
982.3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
982.4,1,,,,1,,,,,,,,,,,,,,,,,,,,,
982.8,69,59,2,1,2,,,1,1,1,,,,,1,,,,,1,,,,,,
983.0,6,5,,,1,,,,,,,,,,,,,,,,,,,,,
983.1,9,7,,,,1,,,,,,,,,1,,,,,,,,,,,
983.2,35,29,,1,1,2,1,,,,,1,,,,,,,,,,,,,,
983.9,98,53,5,6,6,7,1,6,3,3,3,,1,3,,,,,,,,,1,,,
984.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
984.8,2,2,,,,,,,,,,,,,,,,,,,,,,,,
984.9,9,2,1,,1,1,2,,1,,1,,,,,,,,,,,,,,,
985.0,4,2,,,,,,,1,,,1,,,,,,,,,,,,,,
985.1,7,3,1,,,2,,1,,,,,,,,,,,,,,,,,,
985.3,1,,,,,,,,,,,1,,,,,,,,,,,,,,
985.6,3,,,,,1,,,,1,,,,1,,,,,,,,,,,,
985.8,75,32,5,4,9,4,5,7,,2,3,1,,,1,1,,,,,,1,,,,
985.9,2,,,,,,,,,,,1,,1,,,,,,,,,,,,
986.,116,62,5,5,4,7,4,5,3,2,4,3,2,2,1,3,1,1,1,,,,1,,,
987.0,13,9,,1,,1,,,1,,1,,,,,,,,,,,,,,,
987.1,9,6,1,,,1,,1,,,,,,,,,,,,,,,,,,
987.2,1,,,,1,,,,,,,,,,,,,,,,,,,,,
987.5,1,,,,,,,,,,,,1,,,,,,,,,,,,,
987.6,6,4,,1,,1,,,,,,,,,,,,,,,,,,,,
987.7,3,,,,,,,,,1,,,,1,,,,1,,,,,,,,
987.8,480,15,10,27,40,40,25,43,29,23,33,30,23,22,15,13,20,16,14,9,8,5,6,4,7,3
987.9,19,10,1,,1,,,,1,2,2,,,,,,1,1,,,,,,,,
988.0,17,11,3,,,,,1,2,,,,,,,,,,,,,,,,,
988.1,27,21,,2,1,,,,,1,,1,,,,,,,1,,,,,,,
988.2,15,10,,,1,1,2,,,,,,1,,,,,,,,,,,,,
988.8,10,5,,,2,,,,1,,1,,,,1,,,,,,,,,,,
988.9,2,2,,,,,,,,,,,,,,,,,,,,,,,,
989.0,5,3,,,,,,,,,,1,,,,,,,1,,,,,,,
989.2,4,,,,1,,,,,,,,,1,,,1,,,,,,,,1,
989.3,4,4,,,,,,,,,,,,,,,,,,,,,,,,
989.4,60,29,1,4,8,4,3,2,1,2,2,1,,1,1,,1,,,,,,,,,
989.5,603,296,64,70,39,32,20,18,9,13,4,8,3,4,3,4,2,4,4,,2,,1,1,,2
989.6,47,36,,2,1,1,2,1,1,1,,,,,,1,,,,,,,1,,,
989.81,1,,,,,,,,,,,,1,,,,,,,,,,,,,
989.82,2,1,,,,,,,,,1,,,,,,,,,,,,,,,
989.83,6,5,,,,,,,,,,,,1,,,,,,,,,,,,
989.84,14,1,,,,,3,,,,2,,2,1,1,,1,1,,,1,,,,,1
989.89,79,49,2,4,1,4,3,2,1,1,1,2,2,1,1,,2,1,1,,,,,,1,
989.9,109,50,2,3,5,8,5,4,4,4,4,2,2,1,5,2,1,4,1,,,2,,,,
990.,219,14,23,32,22,22,20,13,14,5,8,4,5,3,7,7,2,6,4,,,3,4,,,1
991.1,4,,2,1,1,,,,,,,,,,,,,,,,,,,,,
991.2,12,3,1,1,1,2,1,,2,1,,,,,,,,,,,,,,,,
991.3,4,,,,,,2,,,,,,1,,,1,,,,,,,,,,
991.4,16,2,4,4,2,1,,,,1,1,,,1,,,,,,,,,,,,
991.5,6,,,,1,1,,1,,1,,,,,,,1,,,1,,,,,,
991.6,1239,101,93,213,143,99,76,76,54,40,41,36,30,31,31,20,35,15,27,20,13,12,11,10,3,9
991.9,1,,,,,,,,,,1,,,,,,,,,,,,,,,
992.0,333,164,26,26,23,20,13,11,10,12,8,7,3,3,1,3,1,1,1,,,,,,,
992.1,29,14,2,3,,1,1,2,1,1,,1,,,,,,1,1,,,,,,1,
992.2,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
992.3,30,15,,3,2,2,1,1,1,1,3,,1,,,,,,,,,,,,,
992.4,9,4,,1,1,1,1,,,,1,,,,,,,,,,,,,,,
992.5,251,113,7,20,23,12,14,9,10,6,12,6,3,3,2,2,1,,1,3,3,1,,,,
992.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,
992.8,27,10,1,3,6,2,2,2,,,,,,,,,,,1,,,,,,,
992.9,6,1,,,,,,,1,2,,,,1,,,,,,1,,,,,,
993.0,3,,,,,,,,,1,,,,,,1,,1,,,,,,,,
993.1,1,,,,,,,,,,,,,,,,,,,,1,,,,,
993.2,45,18,,2,4,5,4,1,1,1,,1,,2,1,,1,1,,1,,,2,,,
993.3,7,7,,,,,,,,,,,,,,,,,,,,,,,,
993.8,1,,,,,,,,,,,1,,,,,,,,,,,,,,
993.9,1,,,,,,,,,,1,,,,,,,,,,,,,,,
994.1,450,372,15,16,11,7,8,9,5,2,1,1,2,,1,,,,,,,,,,,
994.2,86,12,2,7,5,2,3,5,6,8,2,3,7,4,5,5,1,2,3,,,,1,1,,2
994.4,3,,,,,1,,,,1,,,,,1,,,,,,,,,,,
994.5,13,3,2,1,1,3,1,,,,,1,1,,,,,,,,,,,,,
994.6,19,1,,1,,4,3,2,,2,1,1,,,,2,1,,,1,,,,,,
994.7,185,129,18,12,7,3,5,3,3,2,1,,,,1,,,,,1,,,,,,
994.8,44,33,2,2,2,1,1,2,,1,,,,,,,,,,,,,,,,
994.9,54,,1,6,3,3,6,8,,3,5,2,2,6,,4,2,,,,1,1,,,1,
995.0,910,411,106,85,70,59,44,28,28,19,20,12,10,3,3,3,1,3,4,,,,,1,,
995.1,1911,1050,126,97,94,77,76,55,44,44,44,22,21,18,22,24,14,13,9,16,6,8,7,8,10,6
995.20,112,8,2,6,5,7,9,11,6,4,11,5,6,5,1,2,3,3,3,3,4,3,2,1,1,1
995.22,13,,1,2,2,1,1,2,1,,,1,,,,1,,,,,1,,,,,
995.23,3,,,,,,,,,,,,,1,,,1,,,,,,,1,,
995.24,9,,1,,2,1,1,1,,,1,,,,,,,,1,,,,,,,1
995.27,191,24,10,9,12,20,13,14,9,18,12,6,8,4,7,7,3,2,,1,2,2,2,4,,2
995.29,607,67,8,18,25,23,26,39,27,41,29,31,45,37,26,22,19,19,20,23,12,15,12,8,6,9
995.3,477,57,16,47,41,31,50,31,36,37,21,21,16,14,9,2,10,7,5,6,3,4,5,3,2,3
995.4,24,6,4,3,4,1,2,1,,,1,,1,,,,,,,,,1,,,,
995.50,22,11,7,3,,,,,1,,,,,,,,,,,,,,,,,
995.51,17,,11,5,1,,,,,,,,,,,,,,,,,,,,,
995.52,94,34,28,13,6,5,4,3,,1,,,,,,,,,,,,,,,,
995.53,59,2,29,20,5,,2,,1,,,,,,,,,,,,,,,,,
995.54,180,124,23,12,9,5,3,4,,,,,,,,,,,,,,,,,,
995.55,13,7,2,3,,1,,,,,,,,,,,,,,,,,,,,
995.59,25,10,11,4,,,,,,,,,,,,,,,,,,,,,,
995.60,40,35,1,1,1,,,,,1,,,1,,,,,,,,,,,,,
995.61,63,58,3,1,1,,,,,,,,,,,,,,,,,,,,,
995.62,34,28,3,,2,,1,,,,,,,,,,,,,,,,,,,
995.63,29,21,5,3,,,,,,,,,,,,,,,,,,,,,,
995.64,58,55,1,,,,,,,1,,,,1,,,,,,,,,,,,
995.65,36,30,3,1,1,,,,,1,,,,,,,,,,,,,,,,
995.66,3,2,,,,1,,,,,,,,,,,,,,,,,,,,
995.67,12,12,,,,,,,,,,,,,,,,,,,,,,,,
995.68,9,9,,,,,,,,,,,,,,,,,,,,,,,,
995.69,93,68,10,3,5,3,,,2,,2,,,,,,,,,,,,,,,
995.7,72,31,4,7,3,6,6,2,1,1,2,2,,,,1,3,,,,,,1,2,,
995.80,78,1,12,10,13,8,7,8,6,2,2,2,2,4,1,,,,,,,,,,,
995.81,186,46,45,32,19,14,8,5,2,3,1,4,1,,1,,1,,1,1,,1,1,,,
995.82,41,1,6,3,4,4,2,4,2,4,2,2,1,,1,,1,2,,,1,1,,,,
995.83,42,3,10,11,6,4,3,1,1,,,1,,1,,1,,,,,,,,,,
995.84,203,12,15,15,19,20,18,15,16,16,24,12,8,1,4,5,,,2,,1,,,,,
995.85,67,11,5,7,14,8,3,3,5,2,1,1,5,,,1,1,,,,,,,,,
995.86,69,8,18,16,4,2,5,6,1,3,2,,,,1,,1,,,1,,1,,,,
995.89,21,5,,1,7,,1,,,1,,,,2,1,,,1,1,,1,,,,,
995.90,8361,76,2284,1869,1283,947,633,403,249,172,111,83,58,42,28,21,24,14,12,18,7,6,5,8,4,4
995.91,116538,90,7076,12374,14272,13499,12501,11773,10092,8456,6707,5041,3717,2703,1912,1459,1121,877,676,536,444,375,284,203,188,162
995.92,90311,49,4378,6542,5855,5704,5402,5611,6296,7069,7285,6759,5750,4923,3818,3050,2487,2094,1655,1329,1072,919,702,613,529,420
995.93,7604,29,2388,1792,1186,861,527,303,181,103,67,40,31,26,16,11,10,9,8,4,4,3,1,1,3,
995.94,2160,3,1323,533,141,58,23,12,19,13,11,4,7,2,2,,1,2,,2,1,,,,1,2
996.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,
996.01,886,474,107,54,57,37,29,34,21,18,12,14,7,8,3,2,2,2,3,,1,,,1,,
996.02,410,246,28,40,32,21,6,10,7,4,5,2,2,1,1,1,,,2,,,2,,,,
996.03,55,13,10,6,6,5,2,3,,,3,1,1,1,1,2,,,,,,1,,,,
996.04,631,449,22,39,25,26,18,6,6,10,5,5,1,3,2,4,3,2,1,,1,2,1,,,
996.09,163,71,18,11,7,9,10,5,6,2,6,1,5,,3,1,2,1,1,1,,2,1,,,
996.1,3176,1242,155,220,211,179,178,153,137,127,97,92,71,76,44,41,41,33,16,12,16,14,8,1,9,3
996.2,1416,1091,59,48,43,24,17,16,19,20,17,13,11,6,6,2,1,4,5,1,4,2,2,1,1,3
996.30,10,4,1,,1,,,3,,,1,,,,,,,,,,,,,,,
996.31,544,167,8,13,14,18,19,17,21,26,30,24,22,18,23,25,12,16,10,9,11,9,11,9,7,5
996.32,113,40,7,19,10,9,8,5,4,3,2,4,1,1,,,,,,,,,,,,
996.39,981,473,52,45,52,51,45,57,29,40,35,26,20,11,17,10,3,4,2,3,,2,1,1,1,1
996.40,235,129,32,21,8,9,7,6,6,4,2,3,5,,2,,1,,,,,,,,,
996.41,1671,1277,114,91,60,55,19,13,12,9,5,4,3,2,1,2,1,,2,,,1,,,,
996.42,2033,1550,142,76,74,49,31,25,14,12,12,11,10,6,3,4,2,2,2,4,1,1,,2,,
996.43,185,113,18,14,10,12,4,3,5,2,2,,,1,1,,,,,,,,,,,
996.44,1053,785,81,44,33,30,20,17,11,9,2,2,7,6,1,2,,,,1,1,,1,,,
996.45,363,133,82,51,33,29,13,6,2,3,1,2,3,2,,1,,1,,,1,,,,,
996.46,264,185,27,21,14,6,2,1,4,1,1,,,1,,,,1,,,,,,,,
996.47,1993,1723,106,45,38,20,14,10,10,5,4,4,1,2,5,2,1,,,1,,1,1,,,
996.49,3445,2366,462,151,122,97,73,52,34,22,13,10,11,8,5,8,1,2,1,3,1,2,,,,1
996.51,13,3,1,1,,,2,1,,2,,1,,1,,,,,,,,1,,,,
996.52,312,95,50,23,20,19,17,10,12,15,13,10,4,2,5,4,1,2,5,1,1,1,1,,,1
996.53,18,4,2,5,,2,1,1,,1,1,,,,1,,,,,,,,,,,
996.54,172,62,63,5,5,7,7,4,4,4,4,1,3,,,,,2,,,,,,,,1
