ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24
996.55,12,4,3,,,1,2,,,,,,1,,1,,,,,,,,,,,
996.56,381,219,3,13,19,16,14,14,10,17,14,9,4,4,5,4,4,1,1,,2,1,2,2,2,1
996.57,218,155,25,9,5,8,5,2,1,1,2,3,,1,1,,,,,,,,,,,
996.59,1945,762,170,89,93,110,76,101,93,98,73,76,44,36,28,23,19,15,12,8,7,4,4,,,4
996.60,73,33,8,2,6,2,2,1,2,4,4,,6,,,1,1,,,,,1,,,,
996.61,1484,1117,40,48,40,26,26,35,25,23,21,23,19,6,5,7,5,4,2,1,5,3,1,,,2
996.62,2878,1896,60,90,97,84,82,71,71,65,54,62,47,40,33,29,17,20,17,11,8,12,3,4,2,3
996.63,488,355,17,14,18,10,11,17,4,7,,6,6,3,3,1,3,2,3,1,4,1,,,,2
996.64,7577,4407,189,221,247,311,304,311,300,265,276,215,152,108,77,62,29,27,21,12,7,7,11,8,4,6
996.65,727,560,24,21,17,17,12,17,11,12,13,6,5,4,1,3,3,,,,,,,1,,
996.66,3181,2624,164,134,69,62,36,26,15,12,9,10,8,4,2,2,2,2,,,,,,,,
996.67,1931,1508,125,99,51,24,27,29,16,16,8,6,8,2,4,4,1,1,,1,,,,,,1
996.68,874,693,5,2,16,13,19,21,27,20,12,11,14,6,7,2,,2,,1,,1,1,1,,
996.69,1593,1142,88,38,45,32,28,23,41,34,30,19,19,15,8,7,7,2,3,3,5,1,,1,2,
996.70,39,8,,1,4,3,1,3,2,3,3,3,2,1,,,1,1,,,1,,1,,1,
996.71,611,341,38,42,39,36,23,16,16,13,10,11,4,5,6,6,1,1,,,1,,2,,,
996.72,3511,1234,712,449,306,163,144,119,77,67,55,49,29,24,20,14,8,8,6,8,5,6,1,2,2,3
996.73,6057,3138,58,156,242,290,310,331,325,273,258,200,119,95,66,53,33,26,18,23,10,13,5,2,3,10
996.74,5059,1695,319,334,312,304,263,268,243,233,209,174,155,123,115,57,61,42,36,34,24,17,11,16,6,8
996.75,321,217,22,13,8,10,6,8,7,4,4,4,3,3,,,1,6,,,3,,,1,1,
996.76,1282,386,121,88,73,92,74,76,74,67,60,44,35,21,15,17,7,10,5,4,3,5,3,1,,1
996.77,1228,867,108,85,50,42,18,16,12,3,8,4,6,3,1,1,,1,2,,,,,,,1
996.78,1354,875,237,79,48,31,26,15,10,5,3,6,3,1,5,3,5,1,,,,,,,,1
996.79,1026,346,143,55,50,56,50,36,57,49,33,34,22,20,10,18,11,12,5,5,4,3,,4,1,2
996.80,32,3,1,9,5,,5,2,1,3,2,1,,,,,,,,,,,,,,
996.81,5733,2140,548,1260,709,381,218,114,90,60,41,38,38,25,17,15,8,7,1,7,6,5,3,1,1,
996.82,1188,655,126,115,98,51,33,20,17,9,12,9,6,3,7,5,5,3,3,1,1,1,2,4,1,1
996.83,527,284,54,56,45,17,17,17,3,4,7,3,2,2,2,,2,1,2,1,1,,4,1,,2
996.84,612,406,28,41,36,34,16,12,6,4,3,4,4,6,6,2,,2,1,,,,1,,,
996.85,406,75,48,84,71,33,24,29,16,9,10,2,1,,2,,,,1,,,1,,,,
996.86,135,48,13,20,22,11,4,6,2,3,1,1,3,,1,,,,,,,,,,,
996.87,70,17,12,16,9,6,5,,,1,1,,,1,,,,,,,,,1,1,,
996.88,972,245,50,78,195,137,73,38,33,26,20,10,19,13,7,5,2,6,3,3,4,,1,2,,2
996.89,42,10,5,11,6,5,,2,1,,,1,,,,,,,,,,,,1,,
996.91,1,,,,1,,,,,,,,,,,,,,,,,,,,,
996.92,5,,1,,,1,,,,,,,3,,,,,,,,,,,,,
996.93,8,1,3,2,,2,,,,,,,,,,,,,,,,,,,,
996.94,1,,,,,1,,,,,,,,,,,,,,,,,,,,
996.99,1,1,,,,,,,,,,,,,,,,,,,,,,,,
997.00,7,1,3,,2,,,,,,,,,,1,,,,,,,,,,,
997.01,399,153,47,42,26,25,18,9,6,11,8,16,11,5,4,4,3,2,,2,1,2,2,1,,1
997.02,1000,98,53,123,120,82,72,72,73,70,64,59,29,31,12,7,7,4,7,4,5,2,2,2,1,1
997.09,1084,348,250,146,93,54,35,24,19,33,23,14,11,13,3,8,5,1,1,1,1,,,1,,
997.1,5998,340,832,607,667,630,468,503,427,362,302,224,169,117,97,54,42,49,32,19,20,13,6,8,8,2
997.2,1186,357,93,65,102,85,95,71,64,59,62,32,24,19,22,8,10,4,4,2,1,,1,4,1,1
997.31,1836,188,41,104,138,180,196,186,144,124,107,67,66,54,47,29,32,22,27,22,20,16,9,6,8,3
997.32,488,77,55,66,35,35,33,35,31,30,30,16,10,11,6,8,3,2,,2,,1,1,,1,
997.39,2309,221,271,237,215,216,207,182,152,126,111,89,71,55,44,28,20,22,10,6,6,5,4,5,3,3
997.41,506,303,71,41,20,21,13,9,13,8,1,,1,1,3,,,,1,,,,,,,
997.49,14515,2560,3034,1385,1302,993,867,948,769,656,512,394,270,206,147,118,89,60,64,41,26,28,14,16,4,12
997.5,3504,802,58,182,196,200,218,188,163,197,182,169,119,126,81,86,87,81,76,55,52,45,55,28,33,25
997.60,47,19,1,1,1,1,1,3,4,4,2,3,3,,,1,1,,,1,,,,,,1
997.61,12,5,,3,,,1,1,,,1,,,,,,,,,,,1,,,,
997.62,2273,1481,147,114,86,78,68,57,51,40,39,30,19,12,12,7,8,5,3,3,2,3,2,,3,3
997.69,1489,613,33,67,63,60,65,54,57,52,38,49,60,33,21,36,24,23,27,19,26,21,14,14,8,12
997.71,9,4,,,1,,,,1,1,1,,,,,,,,,1,,,,,,
997.72,17,6,,1,2,,2,,2,1,1,,,,,,,,2,,,,,,,
997.79,237,61,24,12,24,21,15,10,13,11,7,9,5,5,6,3,1,3,3,1,1,2,,,,
997.91,258,10,12,29,31,23,18,17,15,12,11,10,11,9,11,2,7,5,6,4,2,2,3,5,2,1
997.99,339,91,69,33,21,29,18,9,11,12,7,11,9,3,7,2,2,1,1,,2,1,,,,
998.00,185,,11,13,9,18,16,17,14,15,9,17,13,6,5,7,3,2,3,,3,2,1,,1,
998.01,479,11,146,41,39,29,22,21,26,33,34,28,17,8,9,4,2,3,1,1,1,,1,1,1,
998.02,289,1,37,32,29,38,20,15,20,38,23,18,8,4,,1,,,,2,,1,1,,1,
998.09,830,28,284,98,46,49,38,39,56,48,47,50,19,11,4,6,3,1,,2,,1,,,,
998.11,7886,2216,1030,624,574,456,415,411,375,365,325,244,199,144,105,74,85,66,39,33,31,24,18,10,16,7
998.12,6712,1444,1061,652,619,484,428,353,351,265,262,179,163,114,83,54,46,33,30,22,16,16,13,5,12,7
998.13,1969,570,311,183,150,120,128,117,89,74,56,39,33,21,20,12,13,11,4,4,3,3,3,2,2,1
998.2,3550,475,975,389,303,219,201,173,149,131,119,91,97,52,42,26,27,17,18,13,9,8,6,2,7,1
998.30,320,62,56,45,27,14,17,14,15,7,16,14,5,9,4,4,1,3,1,2,1,2,,1,,
998.31,1526,473,274,180,105,68,60,43,36,47,42,39,33,27,15,20,11,6,14,4,8,7,4,7,3,
998.32,4464,1049,804,506,366,274,218,208,163,140,145,120,103,73,62,48,47,24,30,21,4,13,17,13,10,6
998.33,103,30,35,10,2,1,3,2,3,1,5,3,4,2,,1,,,,,,,1,,,
998.4,155,32,33,16,13,9,7,7,6,8,5,3,1,1,2,5,3,1,,1,,1,,1,,
998.51,788,494,65,48,37,19,33,18,17,8,14,8,9,1,5,2,3,2,2,1,,,,,1,1
998.59,14699,8720,1026,577,644,520,400,461,462,396,343,258,198,161,120,105,85,57,51,24,22,24,16,13,9,7
998.6,1370,471,213,188,108,60,57,46,30,26,24,37,21,13,16,15,12,5,6,5,6,3,4,2,1,1
998.7,6,2,,1,,,1,,,2,,,,,,,,,,,,,,,,
998.81,600,50,21,54,46,39,49,32,31,37,22,34,18,20,14,22,9,18,14,16,11,7,8,13,11,4
998.82,7,4,1,,,,1,,,,1,,,,,,,,,,,,,,,
998.83,2188,648,343,189,179,160,130,115,89,71,68,46,40,32,14,13,13,13,7,4,5,5,1,1,1,1
998.89,1509,364,101,173,126,85,75,63,62,52,42,49,39,30,30,30,23,22,25,19,20,21,17,12,13,16
998.9,33,5,2,1,3,5,2,6,1,,,1,,3,1,1,1,,,,,,1,,,
999.0,1,,1,,,,,,,,,,,,,,,,,,,,,,,
999.1,12,1,3,1,,1,1,,,,,1,1,1,1,1,,,,,,,,,,
999.2,753,45,77,72,78,66,64,70,59,58,44,28,31,24,9,6,5,3,4,2,,2,3,2,,1
999.31,1589,881,43,89,83,52,40,47,35,45,42,29,27,32,30,22,22,16,15,10,9,4,7,4,1,4
999.32,3585,2382,52,96,87,80,82,78,71,79,76,70,69,66,61,41,38,41,24,21,15,17,9,8,16,6
999.33,541,264,23,14,22,26,25,22,19,18,28,11,12,17,8,9,4,4,5,2,1,3,1,2,1,
999.34,12,6,,2,,1,2,,,,,,,,,,,,,,,1,,,,
999.39,460,208,25,29,20,30,17,18,23,19,23,10,11,4,3,11,1,3,,2,1,,1,,,1
999.41,27,5,2,4,1,5,1,6,1,1,,,1,,,,,,,,,,,,,
999.42,1,1,,,,,,,,,,,,,,,,,,,,,,,,
999.49,15,7,2,2,1,2,1,,,,,,,,,,,,,,,,,,,
999.51,35,,7,5,3,3,1,4,4,2,2,,,,,2,1,1,,,,,,,,
999.52,14,7,,1,3,1,1,,,,,1,,,,,,,,,,,,,,
999.59,61,24,11,5,6,4,3,2,3,2,1,,,,,,,,,,,,,,,
999.60,5,,4,,,,,,,,1,,,,,,,,,,,,,,,
999.61,1,,,,,,,,,,,,,,1,,,,,,,,,,,
999.62,2,,,,1,,,,1,,,,,,,,,,,,,,,,,
999.69,7,1,4,1,,,,1,,,,,,,,,,,,,,,,,,
999.70,5,,4,,,,,,,,,,1,,,,,,,,,,,,,
999.72,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999.74,11,,8,2,,,1,,,,,,,,,,,,,,,,,,,
999.75,3,,,,,,,,,1,,,,,,,,1,,,1,,,,,
999.76,1,,,,,,,,,,,1,,,,,,,,,,,,,,
999.80,169,6,2,6,5,8,10,14,11,10,13,11,6,6,5,9,4,5,6,4,11,4,6,4,3,
999.81,12,7,1,,3,,,,,1,,,,,,,,,,,,,,,,
999.82,119,3,8,9,14,9,14,13,6,4,4,12,4,4,3,5,2,3,2,,,,,,,
999.83,7,,,1,1,,,2,,,,,1,,,,1,1,,,,,,,,
999.84,6,2,,,,,,,1,1,1,1,,,,,,,,,,,,,,
999.85,8,1,,1,,1,1,,1,1,1,,,,,1,,,,,,,,,,
999.88,97,13,5,7,2,7,6,8,8,6,5,3,2,3,2,4,5,,2,1,1,2,2,,2,1
999.89,627,39,6,21,29,36,41,38,41,46,38,26,34,27,33,27,19,19,18,19,9,20,9,16,8,8
999.9,566,27,9,36,33,35,32,38,39,34,32,28,26,24,23,24,27,17,10,15,12,12,7,11,11,4
V01.1,328,3,12,25,20,17,22,24,23,24,19,16,15,12,12,12,8,7,18,11,6,6,8,3,1,4
V01.3,3,,,,,,,,,1,,,,,,,1,,1,,,,,,,
V01.4,17,,1,2,,2,4,2,2,,2,,,,,,1,,1,,,,,,,
V01.5,6,,,2,,,,,,,,,,,1,1,,1,,,,,,,1,
V01.6,164,,24,15,11,15,13,21,14,10,4,10,8,5,1,4,3,1,1,1,2,1,,,,
V01.71,63,2,2,3,2,10,6,5,5,5,1,2,4,3,3,2,,1,1,2,,,1,,2,1
V01.79,1500,10,188,141,173,146,113,132,113,75,66,58,60,41,36,30,18,22,12,14,11,12,5,7,7,10
V01.83,4,,,1,,1,,,1,,,,,,,,,,,,,,1,,,
V01.89,116,,15,13,15,12,9,2,8,7,3,8,1,3,4,3,2,1,1,1,1,1,2,2,1,1
V01.9,29,,4,1,4,3,3,3,3,2,1,,1,,1,,1,,,,,,2,,,
V02.0,1,,,,,,,,,,,,,,,,1,,,,,,,,,
V02.1,7,,,1,1,2,,,,,,,,1,1,,,1,,,,,,,,
V02.2,6,,,,1,,,1,,,,1,,,1,1,,,,,1,,,,,
V02.3,141,,1,1,3,5,8,8,9,7,8,5,10,8,5,6,7,12,8,5,7,7,3,2,4,2
V02.51,61125,5,5901,6709,10089,10349,8536,6171,4237,3069,2040,1362,891,591,396,245,171,131,83,51,30,22,14,20,3,9
V02.52,220,,17,15,21,8,12,5,7,9,9,12,4,5,9,14,9,5,10,7,5,12,6,7,5,7
V02.53,392,,11,17,14,20,28,22,18,20,26,24,22,20,24,19,14,10,15,13,8,14,8,13,5,7
V02.54,14073,,53,142,228,272,402,426,496,636,687,774,776,795,830,805,819,830,797,724,749,704,597,568,513,450
V02.59,1821,1,47,11,23,18,27,41,61,59,65,84,100,84,101,105,105,107,107,111,113,110,102,91,72,76
V02.60,9,,1,,1,,1,,,1,1,1,,,,,,2,,,,,1,,,
V02.61,893,,41,72,101,105,99,75,57,66,36,37,28,30,29,15,17,18,10,12,9,10,11,2,7,6
V02.62,400,,5,13,22,24,26,18,22,24,36,29,19,21,27,18,21,14,12,12,7,10,2,6,7,5
V02.69,7,,,,,1,,,,1,1,1,,,,2,1,,,,,,,,,
V02.7,18,,2,2,3,,2,3,3,,,,2,,,,,,1,,,,,,,
V02.8,130,,3,2,3,8,15,11,15,9,13,6,9,6,10,2,8,3,1,2,3,,,1,,
V02.9,741,,55,13,31,21,23,29,24,34,42,42,33,36,31,39,45,35,24,30,27,36,25,20,27,19
V03.0,1,,1,,,,,,,,,,,,,,,,,,,,,,,
V03.1,3,,1,,,1,,,,,1,,,,,,,,,,,,,,,
V03.2,68,,2,3,3,1,4,5,3,7,4,5,6,1,5,,4,4,3,2,,2,1,1,1,1
V03.3,18,,,1,1,,,2,1,2,5,1,,,,2,1,,1,1,,,,,,
V03.4,1,,,,,,,,,,,,,,,,1,,,,,,,,,
V03.5,53,,31,5,6,2,2,1,2,1,,,,,,1,,,,1,,,1,,,
V03.6,140,,4,31,37,27,26,4,3,,,4,1,1,,,,1,,,,,1,,,
V03.7,143,,7,10,11,10,14,18,15,13,9,4,4,7,1,6,2,,2,1,3,,4,1,1,
V03.81,614,,55,35,30,15,31,30,34,31,35,41,26,22,27,19,21,18,27,26,23,18,15,22,5,8
V03.82,35446,,580,1153,1705,2294,2804,3090,3102,2958,2406,2241,1962,1707,1523,1394,1199,1065,851,743,663,548,455,403,328,272
V03.89,558,,9,9,29,27,36,39,44,45,40,37,40,37,30,23,15,13,15,8,16,9,12,6,12,7
V03.9,7,,,,,,2,,1,,2,,,,1,,,,1,,,,,,,
V04.0,82,,,1,1,,2,1,1,4,1,2,7,6,6,4,2,9,1,8,8,5,7,2,3,1
V04.1,4,,,,,,,2,2,,,,,,,,,,,,,,,,,
V04.2,26,,,6,5,3,4,1,2,2,,2,,,,,,1,,,,,,,,
V04.3,170,,18,16,19,22,23,14,6,8,7,12,7,5,4,3,3,,2,,,,,1,,
V04.5,38,,2,6,4,2,5,3,5,1,3,3,2,1,,1,,,,,,,,,,
V04.6,23,,5,7,1,3,2,1,,1,1,,,,,,,,,,,1,1,,,
V04.7,2,,,,,,,,,,,1,,1,,,,,,,,,,,,
V04.81,24559,,2847,1883,2529,2567,2288,2024,1706,1456,1063,898,781,720,615,538,452,439,341,301,269,221,169,177,160,115
V04.82,170,,4,8,7,7,10,11,15,12,6,6,7,5,6,6,6,5,9,9,7,9,4,3,4,4
V04.89,286,,16,18,15,21,31,30,25,33,21,18,16,7,7,7,2,3,4,5,3,1,1,1,,1
V05.0,10,,5,,1,,2,,,,,,,1,,,1,,,,,,,,,
V05.1,92,,61,7,5,8,2,3,2,1,,1,,1,,,1,,,,,,,,,
V05.2,63,,33,6,7,7,3,1,2,,2,,,2,,,,,,,,,,,,
V05.3,244479,10,94227,69595,37087,18325,9306,5085,3285,2198,1455,974,715,493,391,311,222,167,134,125,103,75,64,56,33,43
V05.4,724,,41,37,72,79,78,99,65,52,45,38,29,24,17,16,9,8,7,2,1,,,2,2,1
V05.8,431,,76,50,39,33,33,20,26,23,20,16,18,13,15,7,16,5,3,1,4,2,4,6,1,
V05.9,97,1,52,6,9,4,5,2,2,4,2,1,2,,3,,1,,1,1,,,,,,1
V06.0,16,,2,,1,3,1,2,,,2,,,2,,,1,,1,1,,,,,,
V06.1,30695,,3446,3464,5191,4688,3697,2783,2009,1454,970,732,494,370,311,242,184,131,128,91,64,59,60,45,46,36
V06.2,96,,10,5,18,13,8,8,8,3,3,2,1,4,4,1,2,1,,3,,2,,,,
V06.3,161,,5,5,8,7,7,6,4,2,8,4,6,11,8,8,9,7,15,9,5,6,7,7,4,3
V06.4,7738,,625,599,1453,1330,1045,786,576,391,298,203,147,91,66,36,36,22,12,8,5,3,,2,1,3
V06.5,1041,,132,92,177,123,105,69,57,60,41,34,22,20,18,20,17,11,10,4,4,12,5,3,3,2
V06.6,10350,,169,301,512,711,825,911,902,915,776,620,577,508,442,414,290,264,245,205,184,165,127,130,86,71
V06.8,2921,,212,307,452,403,329,294,205,158,127,91,58,53,36,33,28,18,21,21,17,16,16,10,11,5
V06.9,18,,1,1,1,4,4,,1,2,,1,1,,,,,,,,,,,,1,1
V07.0,12172,6,1395,1388,1385,1090,834,701,566,468,424,351,348,326,300,299,263,269,257,235,229,230,205,205,205,193
V07.1,135,18,4,13,21,12,14,6,6,9,6,3,4,4,2,2,,4,1,,2,,1,1,2,
V07.2,3936,17,331,349,561,538,502,377,326,229,160,139,93,74,52,38,40,20,17,23,11,10,11,8,4,6
V07.39,34,2,,2,1,,3,2,,,6,2,1,1,,2,,2,1,,2,1,2,4,,
V07.4,1836,,19,67,87,113,145,125,119,113,142,126,86,96,93,82,83,58,52,48,44,40,28,25,23,22
V07.51,394,,6,5,22,35,24,28,14,22,18,24,15,23,26,23,19,15,10,7,14,10,12,7,9,6
V07.52,248,,,3,3,4,14,14,13,18,17,19,19,11,13,10,8,8,16,8,11,11,8,3,7,10
V07.59,137,,1,3,4,3,2,4,6,5,8,4,8,8,12,5,8,7,14,9,5,6,6,3,3,3
V07.8,1700,25,12,26,31,41,40,54,58,86,109,109,115,136,124,116,109,121,84,78,70,51,37,24,32,12
V07.9,21,,,,,1,2,2,,3,,1,1,1,,,3,1,3,1,1,,,1,,
V09.0,560,,1,16,23,25,30,25,26,28,26,33,34,42,29,23,28,20,24,19,27,18,18,16,9,20
V09.1,1457,1,5,28,44,45,39,59,68,75,75,69,61,79,97,89,72,73,59,82,67,62,54,52,54,48
V09.2,25,,,,2,1,1,2,,1,,,2,,5,1,3,3,,,1,2,,,1,
V09.3,46,,,1,1,2,1,2,2,3,1,3,2,3,5,2,1,2,1,2,2,2,1,3,2,2
V09.4,48,,,1,1,1,2,,2,2,,2,,2,2,6,4,4,4,,1,3,2,2,4,3
V09.50,363,,,4,7,13,11,13,16,21,16,24,26,17,22,19,24,10,17,20,18,17,14,10,13,11
V09.51,51,,,,,2,,4,2,5,2,,4,2,2,2,1,3,1,2,5,2,2,5,3,2
V09.6,61,,,,1,2,3,1,3,2,1,4,7,3,3,8,2,5,,3,2,1,2,3,3,2
V09.70,18,,1,,,1,,3,,4,2,,,,,1,1,,,1,,,,1,2,1
V09.71,34,,1,,1,,,1,2,3,3,1,1,1,1,2,1,1,3,2,3,2,1,2,2,
V09.80,2887,,4,19,32,40,50,61,84,106,103,129,131,153,158,177,175,172,190,197,162,141,163,161,156,123
V09.81,644,,2,12,10,17,15,26,17,27,26,29,33,42,42,39,25,28,51,32,37,39,36,21,18,20
V09.90,182,,,5,5,4,4,6,9,13,9,11,16,7,6,14,12,6,11,5,12,9,6,4,6,2
V09.91,2131,,6,37,44,60,59,86,73,92,105,97,111,114,107,131,118,117,123,120,116,96,75,88,83,73
V10.00,120,,1,2,4,4,7,8,7,5,11,12,6,6,5,6,7,4,4,2,6,3,2,3,2,3
V10.01,1012,,10,21,35,46,48,64,68,54,66,65,57,68,56,49,52,41,48,35,29,23,25,18,16,18
V10.02,2372,,30,61,85,75,129,123,147,147,168,154,140,153,148,110,102,102,80,97,66,67,55,45,48,40
V10.03,1316,,13,29,47,57,45,73,87,83,87,80,73,85,86,62,66,64,49,50,37,39,29,39,17,19
V10.04,2070,,19,51,69,95,90,120,120,132,150,134,134,128,128,100,89,81,86,63,67,50,55,42,38,29
V10.05,18997,2,188,415,641,822,1004,1098,1111,1259,1211,1159,1257,1161,1101,985,905,842,731,614,566,542,419,343,339,282
V10.06,4323,,120,218,225,257,227,238,298,259,269,246,237,260,203,194,164,146,126,136,112,103,96,94,52,43
V10.07,1623,,4,27,44,74,76,107,100,100,107,116,104,107,95,90,83,67,47,68,56,40,40,29,22,20
V10.09,2173,,22,60,92,94,110,94,138,152,140,142,137,123,105,122,95,101,83,74,51,65,60,39,40,34
V10.11,8255,,37,113,220,286,377,455,481,537,546,587,570,504,505,447,407,364,355,314,270,235,201,188,130,126
V10.12,64,,,1,1,3,6,5,6,5,4,6,6,6,2,2,2,1,1,4,,,1,1,1,
V10.20,7,,,,,,2,1,,,,,,,,,,2,,,,1,,,1,
V10.21,1370,,9,28,36,40,56,72,79,78,75,81,85,98,89,74,80,69,63,39,45,45,37,31,30,31
V10.22,204,,2,6,11,8,9,15,10,9,19,10,14,13,9,9,12,9,7,7,3,11,2,2,5,2
V10.29,138,,1,3,2,7,7,7,10,11,9,7,8,4,8,9,7,8,3,7,3,4,4,1,5,3
V10.3,40291,1,574,1251,1721,2017,2344,2580,2676,2726,2688,2694,2515,2275,2123,1906,1707,1576,1360,1156,1051,891,782,659,542,476
V10.40,36,,,1,1,1,4,2,2,3,1,,1,1,3,3,1,1,2,2,,1,3,,1,2
V10.41,4657,,45,121,180,279,282,311,321,306,330,306,294,279,229,243,187,166,154,120,109,109,97,73,72,44
V10.42,6425,,37,126,174,253,338,400,388,421,463,447,400,415,394,340,321,278,236,210,163,180,139,109,98,95
V10.43,3925,,74,135,182,219,247,265,298,249,235,268,222,230,184,183,168,150,113,109,82,99,74,53,58,28
V10.44,1036,,5,26,31,41,42,65,64,52,61,67,65,50,63,53,58,48,34,36,31,36,28,33,21,26
V10.45,43,,1,,1,,3,4,5,4,3,,,2,,5,2,3,1,1,3,,2,,3,
V10.46,28099,1,129,451,811,1033,1410,1522,1717,1774,1922,1836,1824,1829,1694,1592,1341,1225,1116,1021,852,813,647,597,491,451
V10.47,1668,,39,77,109,104,118,108,115,126,105,93,85,88,72,73,69,29,53,42,36,31,38,18,28,12
V10.48,2,,,,,1,,,1,,,,,,,,,,,,,,,,,
V10.49,116,,2,1,2,8,2,6,10,9,12,6,6,2,8,5,9,3,4,6,1,2,5,3,4,
V10.50,31,,1,1,,3,2,1,1,,3,2,3,3,1,1,3,2,,,2,1,,,1,
V10.51,8845,,37,117,198,273,325,384,467,520,602,582,582,543,578,502,477,450,400,348,339,277,261,239,169,175
V10.52,6955,,31,107,174,214,260,378,386,412,439,458,442,434,442,374,369,343,320,289,235,228,178,188,126,128
V10.53,493,,6,8,16,11,31,33,36,39,30,31,34,29,29,30,18,21,13,19,13,11,8,10,7,10
V10.59,291,,2,5,6,13,14,13,13,18,15,17,18,15,12,18,18,15,15,14,9,10,12,8,5,6
V10.60,404,,9,11,20,28,27,19,23,25,34,33,21,21,15,19,17,14,12,12,8,8,12,11,1,4
V10.61,294,,4,4,12,13,15,19,29,26,19,24,12,16,14,7,8,10,12,16,12,11,1,4,2,4
V10.62,169,,3,4,8,7,8,11,12,19,8,7,15,9,7,8,3,7,7,6,4,4,4,1,6,1
V10.63,5,,,1,,,,,,1,,,1,,,1,1,,,,,,,,,
V10.69,56,,1,,1,6,2,3,4,5,5,6,,4,4,2,,4,2,2,2,1,2,,,
V10.71,62,,,2,2,4,3,5,5,4,3,,4,3,3,5,1,2,2,4,5,2,,1,,2
V10.72,705,,13,17,46,38,41,39,41,42,52,40,50,29,42,27,41,24,20,17,22,13,20,11,8,12
V10.79,4202,,43,82,138,157,201,245,248,263,262,248,260,229,268,230,194,194,185,147,112,128,120,78,94,76
V10.81,803,,21,49,53,63,57,45,49,49,40,36,42,50,48,25,31,25,19,13,26,15,21,7,10,9
V10.82,9265,,105,231,329,467,458,511,568,611,566,573,596,557,479,485,426,335,372,306,292,242,227,204,161,164
V10.83,22928,,112,305,486,720,927,1040,1187,1238,1395,1431,1390,1428,1303,1301,1244,1125,1116,996,825,824,735,681,605,514
V10.84,236,,6,5,17,16,16,19,16,17,10,13,11,14,8,6,8,8,8,10,3,6,9,4,2,4
V10.85,1339,,30,64,74,92,107,86,83,89,77,90,70,81,58,59,54,43,38,39,38,17,19,16,6,9
V10.86,48,,3,3,5,4,1,3,4,1,2,3,3,1,1,1,1,1,1,3,,3,2,1,1,
V10.87,4677,,50,154,224,253,315,300,300,336,338,293,291,250,239,193,181,160,162,135,109,105,93,68,76,52
V10.88,281,,4,15,12,13,16,19,18,23,11,13,25,15,14,16,14,10,8,14,2,4,5,4,4,2
V10.89,2064,,37,87,104,101,112,135,139,130,136,110,107,117,98,96,85,82,84,72,46,50,46,32,36,22
V10.90,991,,7,14,33,56,53,66,59,53,57,65,55,70,54,40,57,45,36,41,27,22,21,21,19,20
V10.91,416,,2,12,17,14,18,25,27,23,22,32,29,20,24,26,20,14,20,11,16,10,12,6,7,9
V11.0,576,,7,16,17,38,44,55,42,44,42,35,50,30,31,24,20,18,11,6,13,8,4,10,5,6
V11.1,815,,12,7,19,51,40,77,81,84,89,66,50,41,30,37,26,20,20,14,5,13,12,10,6,5
V11.2,8,,1,,1,1,,,1,,,1,1,,1,,,1,,,,,,,,
V11.3,5266,,15,59,130,180,230,279,320,355,363,358,343,342,314,286,266,234,227,210,173,150,132,104,99,97
V11.4,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
V11.8,707,,17,22,55,58,71,82,61,58,45,36,45,31,22,20,20,14,11,9,6,6,3,11,1,3
V11.9,247,,1,3,6,10,20,16,19,19,24,24,13,11,20,12,9,8,7,6,8,2,2,3,1,3
V12.00,115,,4,6,7,8,3,7,4,7,4,4,9,6,1,7,7,7,5,4,6,1,,4,3,1
V12.01,5797,1,65,113,213,286,330,343,367,388,385,366,375,354,312,273,253,222,235,179,162,154,133,111,93,84
V12.02,1253,,8,28,44,59,65,70,79,98,86,69,89,75,61,48,74,52,56,43,43,30,23,26,18,9
V12.03,164,,1,9,10,10,8,7,14,12,14,10,4,12,9,6,3,3,5,4,9,3,3,3,2,3
V12.04,16151,,89,240,334,468,540,649,731,779,854,850,936,976,901,922,869,851,763,729,737,718,625,576,548,466
V12.09,11876,,155,305,537,616,650,814,756,795,782,727,660,657,588,577,498,431,431,321,341,324,287,258,198,168
V12.1,23,,,,,,1,1,1,1,2,2,2,3,1,1,2,1,1,1,1,1,,,,1
V12.21,1294,,65,70,114,150,166,137,123,94,71,70,56,46,32,28,22,8,7,9,7,2,5,6,1,5
V12.29,859,,8,18,30,35,39,45,50,51,63,51,47,52,54,54,30,37,28,35,32,29,15,21,15,20
V12.3,768,,34,14,29,40,52,62,55,41,49,35,41,30,42,43,27,20,26,32,21,21,14,10,13,17
V12.40,22,,,,,1,,1,1,2,1,1,2,1,,,1,2,1,4,1,1,1,,1,
V12.41,1774,,22,67,75,93,103,93,113,87,106,112,123,101,84,85,81,61,86,47,63,40,39,38,22,33
V12.42,1677,,42,79,97,94,104,108,115,100,101,107,87,90,95,81,50,48,50,61,48,26,37,25,15,17
V12.49,1009,,29,28,51,55,63,66,71,79,71,67,57,59,46,38,52,33,24,34,13,18,15,15,13,12
V12.50,226,,1,7,4,12,11,9,14,15,5,23,17,14,10,12,8,10,10,9,9,6,5,4,5,6
